pmcid,paper_type,vaccine_name,vaccine_name_generated,vaccine_target_pathogen,vaccine_target_host,vaccine_model_host,vaccine_delivery_method,vaccine_manufacturer,vaccine_storage_method,vaccine_stage,vaccine_license,vaccine_antigen,vaccine_formulation,vaccine_gene
PMC12297513,full_text,Lpp-OmpA-BtaE,False,Brucella melitensis,human,mouse (BALB/c),intraperitoneal injection,"Biomatik Company (Ontario, Canada)",,research,,"BtaE (Brucella trimeric autotransporter), fused with Lpp (Braun’s lipoprotein) and OmpA (outer membrane protein A) from E. coli",Recombinant fusion protein (Lpp-OmpA-BtaE) in complete Freund’s adjuvant (CFA) for priming and incomplete Freund’s adjuvant (IFA) for booster doses,"BtaE (BMEI1873, GenBank Accession No: AAL53054.1), OmpA (GenBank Accession No: NP_415477.1), Lpp (Nucleotide Accession No: NC_000913.3)"
PMC164264,full_text,,False,Brucella species,"cattle, sheep, goat, reindeer, camel, human",,,,,,,antigens extracted from Brucella abortus with n-lauroylsarcosine,enzyme-linked immunosorbent assay (ELISA) using extracted antigens,
PMC2041597,full_text,H.38 B. melitensis killed vaccine,False,Brucella abortus,,mouse,intraperitoneal,,,research,,,killed vaccine,
PMC1111843,full_text,SFV-SOD vaccine,True,Brucella abortus,,BALB/c mice,Intraperitoneal injection,"Molecular Immunology Laboratory, Department of Microbiology, Faculty of Biological Sciences, Universidad de Concepción, Chile",,research,,"Cu,Zn superoxide dismutase (SOD) protein",Infectious but replication-deficient Semliki Forest virus (SFV) particles carrying recombinant RNA encoding SOD,SOD gene from Brucella abortus
PMC3370445,full_text,Brucella abortus strain RB51 vaccine,False,Brucella abortus,Bison,Bison,"Intramuscular injection (hand), pneumatic dart, booster vaccination","National Animal Disease Center, Agricultural Research Service, U.S. Department of Agriculture",,research,,Brucella abortus strain RB51,,
PMC9811401,full_text,Δ znuA Δ purE Brucella abortus 2308 mutant,False,Brucella abortus,livestock,mice,live attenuated,"Veterinary Molecular Biology, Montana State University",,research,,Δ znuA Δ purE Brucella abortus 2308 mutant,live vaccine,"znuA, purE"
PMC4057616,full_text,B. ovis Δ omp25d and B. ovis Δ omp22 attenuated mutants,False,Brucella ovis,sheep (rams),mouse (BALB/c),intraperitoneal injection,"Institut National de la Recherche Agronomique, Nouzilly, France",,research,,R-LPS and OMPs (Omp25d and Omp22 mutants),live attenuated mutant strains (Δ omp25d and Δ omp22),"omp25d, omp22"
PMC2130152,full_text,Brucella abortus Strain 19 vaccine,False,Brucella abortus,cattle,,,,,licensed,,,,
PMC98529,full_text,Brucella abortus S19 cgs mutant,False,Brucella abortus,Human,Mouse,,,,research,,"cyclic β-1,2-glucan synthetase mutant",Live attenuated mutant,cgs
PMC176128,full_text,Brucella abortus M-1 mutant vaccine,True,Brucella abortus,,mice,,,,research,,BP26 (not expressed in M-1 mutant),,BP26 gene (mutated/not expressed)
PMC3346378,full_text,,False,Brucella abortus,Cattle,,,,,,,,,
PMC273691,full_text,Brucella abortus strain 19,False,Brucella abortus,cattle,,,,,,,polysaccharide B antigen,,
PMC4478529,full_text,Encapsulated live attenuated ΔabcBA strain of Brucella ovis,False,Brucella ovis,Sheep (rams),Mouse (BALB/c and C57BL/6),Subcutaneous or intraperitoneal injection,,,research,,ΔabcBA mutant of Brucella ovis,Encapsulated live attenuated bacterial strain,abcBA
PMC2555665,full_text,Rev I strain of Brucella melitensis,False,Brucella melitensis,,"Cynomolgus philippinensis (monkey), guinea-pigs, pregnant goats",,,,research,,Rev I strain (live attenuated Brucella melitensis),live attenuated bacterial strain,
PMC427460,full_text,Brucella melitensis WR201,False,Brucella melitensis,human,mouse,oral,,,research,,lipopolysaccharide and non-O-polysaccharide antigens,"live, attenuated, purine auxotrophic bacteria",
PMC264748,full_text,Protein-bound cell wall peptidoglycan Brucella fraction vaccine,True,Brucella abortus,mouse,mouse,injection,,,research,,protein-bound cell wall peptidoglycan fraction,protein-bound cell wall peptidoglycan fraction,
PMC1424171,full_text,BCG,False,Brucella abortus,mouse,mouse,,,,research,,,living or killed BCG,
PMC95636,full_text,Brucella abortus strain 19 vaccine,False,Brucella abortus,Cattle,,,,,licensed,,,,
PMC98794,full_text,Brucella abortus RB51,False,Brucella abortus,cattle,mouse,,,,licensed,,Brucella abortus RB51 bacteria,live attenuated bacterial vaccine,
PMC170337,full_text,Brucella melitensis Rev.1,False,Brucella melitensis,sheep,sheep,,,,,,smooth lipopolysaccharide,,
PMC96417,full_text,E. coli (pBSSOD) expressing Brucella abortus Cu/Zn Superoxide Dismutase,False,Brucella abortus,mouse,mouse,live recombinant bacterial vaccine,,,research,,Brucella abortus Cu/Zn Superoxide Dismutase,live Escherichia coli expressing Brucella abortus Cu/Zn SOD,Cu/Zn superoxide dismutase gene from Brucella abortus
PMC303272,full_text,BCSP-based Brucella abortus vaccine,True,Brucella abortus,,BALB/c mice,,,,research,,"Salt-extractable proteins BCSP 0-70, BCSP 70-100, recombinant proteins rBCSP20, rBCSP31, rBCSP45","Chemically modified (acetoacetic, succinic, dodecanoyl anhydrides) and nonmodified proteins; monophosphoryl lipid A as adjuvant",
PMC1168545,full_text,Rifampin-Resistant Rough Mutants of Brucella melitensis,False,Brucella melitensis,"sheep, goats",BALB/c mice,,Istituto Superiore di Sanità,,research,,rough mutant Brucella melitensis lacking O antigen of lipopolysaccharide,live attenuated rifampin-resistant rough strains,
PMC3830850,full_text,B. melitensis WR201,False,Brucella melitensis,human,"mouse (C57BL/6, CD8 knockout, perforin knockout, Fas mutant)",oral gavage,,frozen in 50% glycerol,research,,"attenuated purine auxotroph (WR201), lipopolysaccharide (LPS)",live attenuated bacterial suspension in saline,
PMC128042,full_text,Brucella melitensis LPS-GBOMP subunit vaccine,False,Brucella melitensis,mouse,mouse,intranasal,,,research,,Brucella melitensis lipopolysaccharide (LPS) as a noncovalent complex with Neisseria meningitidis group B outer membrane protein (GBOMP),subunit vaccine (LPS-GBOMP complex),
PMC266545,full_text,Brucella abortus S-19,False,Brucella abortus,cattle,,,,,,,Brucella abortus S-19 O-chain polysaccharide,,
PMC357555,full_text,Streptomycin-Dependent Mutant of Brucella melitensis Vaccine,True,Brucella melitensis,,Mice and Guinea Pigs,Injection,,,research,,Streptomycin-dependent mutant of Brucella melitensis (viable and nonviable suspensions),Viable and nonviable suspensions,
PMC1457275,full_text,,False,Brucella melitensis,,mouse,inoculation (intravenous and intraperitoneal),,,research,,"phenol-insoluble fractions ('PI', '4A', '5') from Brucella melitensis",phenol-insoluble fractions,
PMC173800,full_text,"Salt-extractable periplasmic protein vaccines (BCSP70, BCSP100, BCSP100-A through BCSP100-D) from Brucella abortus 19 with or without monophosphoryl lipid A (MPL) adjuvant",True,Brucella abortus,,BALB/c mice,,"National Animal Disease Center, United States Department of Agriculture",,research,,"Salt-extractable periplasmic proteins (BCSP70, BCSP100, BCSP100-A, BCSP100-B, BCSP100-C, BCSP100-D)",Protein fractions with or without monophosphoryl lipid A (MPL) adjuvant,
PMC173437,full_text,Brucella abortus strain 19 (S19) and RB51 (SRB51),False,Brucella abortus,Cattle,Mice,,,,research,,"Proteins of 32, 27, 18, and <18 kDa; lipopolysaccharide (LPS)",,
PMC2537686,full_text,Strain 19 vaccine,False,Brucella abortus,cattle,,,,,,,,,
PMC1320104,full_text,Purified protein derivative-like preparation of Brucella abortus strain 45/20,True,Brucella abortus,,Guinea pig,Intradermal injection,,,research,,Soluble antigens from Brucella abortus strain 45/20,"Purified protein derivative-like preparation, lipid conjugation, associated with adjuvants (trehalose dimycolate, murmyl dipeptide, wax D)",
PMC551137,full_text,Brucella abortus strain 19 or 45/20 vaccine,False,Brucella abortus,cattle,rabbit,,,,licensed,,purified soluble antigens from Brucella abortus,,
PMC95776,full_text,Brucella abortus RB51,False,Brucella abortus,"Cattle, Sheep","Cattle, Sheep",,,,licensed,,"Brucella abortus RB51 (live attenuated, LPS O-chain-deficient mutant)",Live attenuated bacterial vaccine,
PMC153221,full_text,Brucella abortus RB51,False,Brucella abortus,mouse,mouse,oral inoculation,,,research,,,,
PMC6385706,full_text,Brucella abortus cattle vaccine strain RB51,False,Brucella abortus,Cattle,,,,,licensed,,,"live, attenuated vaccine",
PMC1319325,full_text,"Brucella abortus, strain 19",False,Brucella abortus,sheep,sheep,,,,licensed,,,,
PMC96067,full_text,Brucella abortus RB51,False,Brucella abortus,Cattle,Hereford heifers,Subcutaneous injection,,,licensed,,RB51 strain (live attenuated Brucella abortus),Live attenuated bacterial vaccine,
PMC1320105,full_text,Brucella abortus strain 45/20 whole cell vaccine with immunoadjuvants,True,Brucella abortus,,guinea pig,oil emulsion,,,research,,whole cells of Brucella abortus strain 45/20,whole cells combined with trehalose dimycolate or muramyl dipeptide in oil emulsion,
PMC1189566,full_text,"Brucella abortus strain RB51 vaccine (live or killed, with or without IL-12 adjuvant)",True,Brucella abortus,,mouse,intraperitoneal injection,,,research,,Brucella abortus strain RB51 (live or gamma-irradiated bacteria),"live or gamma-irradiated Brucella abortus strain RB51 bacteria, with or without recombinant murine interleukin-12 (IL-12) adjuvant",
PMC263211,full_text,,False,Brucella abortus,cattle,cattle,,,,research,,Brucella abortus lipopolysaccharide,,
PMC357603,full_text,,False,Brucella melitensis,,monkey,injection,,,research,,streptomycin-dependent strain of Brucella melitensis,,
PMC422889,full_text,,False,Brucella melitensis,,mice,injection,,,research,,killed Brucella melitensis cells,killed Brucella melitensis cells suspended in incomplete adjuvant,
PMC289776,full_text,,False,Brucella melitensis,Goat,Goat,,,,research,,Nondependent mutant from a streptomycin-dependent mutant strain,,
PMC422596,full_text,,False,Brucella melitensis,,mouse,injection (suspended in incomplete adjuvant or saline),IFFA-Merieux,,research,,killed Brucella melitensis cells,killed Brucella melitensis cells with polyadenylic acid:polyuridylic acid complex (poly A:U) in saline or incomplete adjuvant,
PMC277443,full_text,,False,,,,,,,,,,,
PMC273089,full_text,,False,Brucella abortus,cattle,,,,,,,Brucella polysaccharide antigen lacking smooth lipopolysaccharide,,
PMC2129824,full_text,Brucella abortus strain 19,False,Brucella abortus,cattle,bovine,,,,,,,,
PMC1235894,full_text,Brucella abortus strain 19 vaccine,False,Brucella abortus,cattle,cattle,,,,,,,,
PMC130095,full_text,Brucella abortus RB51 vaccine,False,Brucella abortus,Cattle,Cattle,,,,,,Brucella abortus rough strain RB51,,
PMC173875,full_text,Brucella abortus RB51 (SRB51),False,Brucella abortus,Cattle,Cattle,,,,licensed,,Brucella abortus rough strain RB51,Live attenuated bacterial vaccine,
PMC265898,full_text,Brucella abortus 19 vaccine,False,Brucella abortus,cattle,cattle,,,,,,,,
PMC422095,full_text,Brucella abortus strain 19 vaccine,False,Brucella abortus,cattle,,,,,,,smooth lipopolysaccharide complex,,
PMC271288,full_text,,False,Brucella abortus,cattle,,,,frozen storage,research,,salt-extractable protein (CSP) antigen; soluble antigen from autoclaved cell suspension,soluble antigens; CSP antigen,
PMC1791129,full_text,Brucella Strain 19 Vaccine,False,Brucella,Cows,,,,,,,,,
PMC1942601,full_text,Streptomycin-Dependent Mutant of Brucella melitensis Vaccine,True,Brucella melitensis,,Mouse,,,,research,,Streptomycin-dependent mutant of Brucella melitensis,,
PMC1277788,full_text,Brucella strain 19 vaccine,False,Brucella,cattle,cattle,,,,licensed,,Brucella strain 19,,
PMC2095171,full_text,,False,"Brucella abortus, Brucella melitensis, Brucella suis",,Guinea-pigs,,,,research,,,,
PMC2537694,full_text,Ether-killed Brucella abortus vaccine,False,Brucella abortus,Human,,,,,research,,Brucella abortus (ether-killed),Inactivated whole-cell (ether-killed),
PMC271510,full_text,Brucella abortus strain 19 vaccine,False,Brucella abortus,cattle,cattle,,,,,,,,
PMC2072192,full_text,,False,Brucella abortus,Bovine,Mice,,,,research,,,Brucella abortus grown in media supplemented with 20% allantoic fluid,
PMC259849,full_text,,False,Brucella abortus,,CD-1 outbred mice,passive administration of monoclonal antibody,,,research,,O polysaccharide,"IgG2a monoclonal antibody, IgG1 monoclonal antibody, convalescent-phase serum",
PMC4340900,full_text,Brucella VirB Protein Vaccine,True,Brucella spp.,Dog,Mouse,"Subcutaneous (dogs), Intraperitoneal (mice)",,,research,,VirB7 and VirB9 proteins,VirB proteins in QuilA adjuvant,"VirB7, VirB9"
PMC9288618,full_text,RB51,False,"Brucella melitensis, Brucella abortus",Human,,,,,,,,,
PMC3180695,full_text,Brucella vaccine,False,"Brucella species (e.g., Brucella abortus, Brucella melitensis, Brucella suis)",,,,,,research,,"Brucella genes/proteins (e.g., outer membrane proteins Omp25, Omp31, Omp2b, Omp2a, Omp19, Omp10, Omp28, wboA, wbdA, wbkA, bvrR, bvrS, etc.)","Live attenuated, inactivated, subunit, and other experimental Brucella vaccines as classified in Vaccine Ontology","Multiple Brucella genes associated with vaccine development, including protective antigens and virulence factors (e.g., wboA, bvrR, bvrS, omp25, omp31, omp2b, omp2a, omp19, omp10, omp28, ropB, etc.)"
PMC1414908,full_text,Brucella abortus strain 19,False,Brucella abortus,,BALB/c mice,,,,research,,O polysaccharide (OPS),,
PMC279459,full_text,Streptomycin-dependent Brucella vaccine,True,Brucella suis and Brucella abortus,Guinea pig,Guinea pig,Injection,,,research,,Streptomycin-dependent mutants of Brucella suis and Brucella abortus,Live attenuated bacteria (streptomycin-dependent mutants),
PMC4318973,full_text,,False,Brucella spp.,livestock,,,,,,,,,
PMC265472,full_text,,False,Brucella spp.,humans,,,,,,,Brucella antigens,,
PMC3187039,full_text,,False,Brucella abortus,Bovine,,,,,research,,Recombinant 10-kDa immunodominant region of BP26 protein,Purified recombinant protein used as diagnostic antigen in plate ELISA format,BP26
PMC1277534,full_text,,False,Brucella spp.,cattle,,,,,,,,,
PMC2627605,full_text,Brucella abortus RB51,False,Brucella abortus,Cattle,Cattle,"Live attenuated vaccine, parenteral administration",,,licensed,Licensed in the United States,R mutant (rough mutant) of Brucella abortus,Live attenuated rough mutant strain,rfb mutant
PMC2129692,full_text,B. abortus strain-19 vaccine,False,Brucella abortus,cattle,heifers,,,,licensed,,,,
PMC6863214,full_text,,False,Brucella abortus,cattle,mice,,,,research,,recombinant outer membrane protein 2b (Omp2b),recombinant protein expressed in Escherichia coli BL21 and purified by Ni2+-based chromatography,Omp2b
PMC3881668,full_text,,False,Brucella melitensis,goats,mice,,,,research,,immuno dominant outer membrane protein (31 kDa omp),,omp31
PMC3477700,full_text,,False,Brucella abortus,Human,Mouse,,,,research,,"BAB1_0597, BAB1_0917, BAB2_0431 (Brucella abortus proteins)","live, attenuated vaccine candidates","BAB1_0597, BAB1_0917, BAB2_0431"
PMC7427901,full_text,B. ovis PA ppdK mutant,True,Brucella ovis,sheep,BALB/c mice,intraperitoneal injection,,stored at −80°C in TSB-YE-HS with 7% DMSO,research,,attenuated B. ovis PA with ppdK deletion,"live attenuated mutant (ppdK deletion), CO2-dependent and CO2-independent strains",ppdK (BOV_RS02525 locus)
PMC170595,full_text,,False,Brucella,"Cattle, sheep, goats",,,,,research,,"OMP36, OMP25, OMP19, OMP16, OMP10, p17, p15, p39 (recombinant Brucella proteins)","Purified recombinant proteins with polyhistidine tag, evaluated in indirect ELISA","Genes encoding OMP36, OMP25, OMP19, OMP16, OMP10, p17, p15, p39"
PMC4345015,full_text,,False,Brucella abortus,Cattle (Bos taurus),Cattle (Bos taurus),Intraconjunctival injection (experimental infection); no vaccine candidate tested in vivo,,,research,,"Immunogenic proteins identified from B. abortus whole-cell lysate, including: aldehyde dehydrogenase, branched chain amino-acid ABC transporter substrate-binding protein, aspartate aminotransferase, 3-hydroxyisobutyryl-CoA hydrolase, elongation factor Ts, malate dehydrogenase, thiamine transporter substrate binding subunit, cysteine synthase A, hypothetical proteins (BruAb2_0291, BruAb2_0647, BruAb2_0845), 30S ribosomal protein S2, 3-demethylubiquinone-9 3-methyltransferase, dihydrodipicolinate reductase, metal-dependent hydrolase, methionine sulfoxide reductase A, 50S ribosomal protein L25, Fe-Mn superoxide dismutase, arginase, phosphoglyceromutase, preprotein translocase subunit SecB, nucleoside diphosphate kinase, organic hydroperoxide resistance protein","Whole-cell protein mixture (cell envelope and cytoplasmic proteins) from B. abortus 544, analyzed by 2D electrophoresis and immunoblotting","Multiple genes encoding the identified immunogenic proteins, including dapB, mdh, tsf, rpsB, secB, ndk, msrA, rocF, gpm, BruAb2_0325, BruAb2_0024, aspC, BruAb1_0775, tbpA, BruAb1_1058, BruAb2_0291, ubiG, BruAb2_0991, BruAb2_0647, BruAb2_0628, BruAb2_1009, BruAb1_1470, BruAb1_0588, BruAb2_0333, BruAb2_0992, BruAb1_2047, BruAb1_0713, BruAb2_0845, BruAb2_0347"
